Назва,Вид,Місто,Сайт,Пошта (Email)
"Гостивой комплекс ""Золотой Крым""","Готель / Гостиниця","Україна","",""
"Мини-отель ""Ранчо""","Готель / Гостиниця","Україна","",""
"Салют","Готель / Гостиниця","Україна","",""
"Светлана","Готель / Гостиниця","Україна","",""
"Юкка","Готель / Гостиниця","Україна","",""
"Науково-спортивний комплекс ""Авангард""","Готель / Гостиниця","Україна","",""
"Ski Хата","Готель / Гостиниця","Україна","",""
"Новий готель","Готель / Гостиниця","Україна","",""
"Над Партенитом","Готель / Гостиниця","Україна","",""
"Ekotel Hotel","Готель / Гостиниця","Україна","",""
"На пеньках","Готель / Гостиниця","Україна","",""
"Respect (Респект)","Готель / Гостиниця","Україна","",""
"ZimaSnow","Готель / Гостиниця","Україна","",""
"Europa","Готель / Гостиниця","Україна","",""
"Затишок","Готель / Гостиниця","Україна","","hotel@zatyshok.vinnica.ua"
"Міні-готель Інтелс","Готель / Гостиниця","Україна","",""
"Сафарі-Клуб","Готель / Гостиниця","Україна","",""
"Частная усадьба Радуга","Готель / Гостиниця","Україна","",""
"Альмена","Готель / Гостиниця","Україна","",""
"Ориент","Готель / Гостиниця","Україна","",""
"Гринвич","Готель / Гостиниця","Україна","",""
"Зеленая симфония","Готель / Гостиниця","Україна","",""
"Онель","Готель / Гостиниця","Україна","",""
"Частный пансионат ""Аквилон""","Готель / Гостиниця","Україна","",""
"Хуст","Готель / Гостиниця","Україна","",""
"Эко-отель ""Мегарон""","Готель / Гостиниця","Україна","",""
"Silva","Готель / Гостиниця","Україна","",""
"У Сергея","Готель / Гостиниця","Береговое","",""
"ДО Батилиман","Готель / Гостиниця","Україна","",""
"ДО Янос","Готель / Гостиниця","Україна","",""
"Готель ДЮК","Готель / Гостиниця","Україна","",""
"Маленький Рай","Готель / Гостиниця","Україна","",""
"Адмірал Нельсон","Готель / Гостиниця","Україна","",""
"Золотой лев","Готель / Гостиниця","Україна","",""
"База відпочинку ""Легенда""","Готель / Гостиниця","Україна","",""
"Magic Bus Hostel","Готель / Гостиниця","Україна","https://magicbushostels.com/",""
"Parade Allure","Готель / Гостиниця","Україна","",""
"Нове життя","Готель / Гостиниця","Україна","",""
"Искандер","Готель / Гостиниця","Курортное","",""
"Крутий осип","Готель / Гостиниця","Україна","",""
"Пеликан","Готель / Гостиниця","Україна","https://pelican-hotel.com.ua/","www@pelican-hotel.com.ua"
"Кінбурн","Готель / Гостиниця","Україна","",""
"Гостиный дом Воронина","Готель / Гостиниця","Україна","",""
"Гостинність","Готель / Гостиниця","Україна","",""
"Borscht Hostel Kiev","Готель / Гостиниця","Україна","http://borschthostelkiev.com",""
"Хостел Любінь","Готель / Гостиниця","Україна","",""
